Timestamp,Iteration,L_Pitch,L_Roll,R_Pitch,R_Roll,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
12-06-2023 17:55:08.720,2327,9,5,5,-13,,,,
12-06-2023 17:55:08.742,2328,10,4,5,-12,,,,
12-06-2023 17:55:08.759,2329,10,4,3,-8,,,,
12-06-2023 17:55:08.785,2330,10,4,4,-8,,,,
12-06-2023 17:55:08.805,2331,11,3,6,-8,,,,
12-06-2023 17:55:08.824,2332,9,4,9,-10,,,,
12-06-2023 17:55:08.844,2333,5,5,11,-7,,,,
12-06-2023 17:55:08.862,2334,4,5,13,-4,,,,
12-06-2023 17:55:08.884,2335,4,5,18,-9,,,,
12-06-2023 17:55:08.903,2336,6,5,21,-8,,,,
12-06-2023 17:55:08.922,2337,8,3,20,-7,,,,
12-06-2023 17:55:08.939,2338,7,1,19,-6,,,,
12-06-2023 17:55:08.962,2339,16,0,17,-4,,,,
12-06-2023 17:55:08.979,2340,22,0,16,-5,,,,
12-06-2023 17:55:09.001,2341,27,2,15,-4,,,,
12-06-2023 17:55:09.022,2342,29,2,15,-4,,,,
12-06-2023 17:55:09.041,2343,20,4,14,-4,,,,
12-06-2023 17:55:09.063,2344,15,4,14,-5,,,,
12-06-2023 17:55:09.083,2345,10,5,12,-5,,,,
